age_v,income_v,employment_length_v,loan_amount_v,loan_interest_rate_v,loan_percent_income_v,credit_history_length_v,age_a,income_a,employment_length_a,loan_amount_a,loan_interest_rate_a,loan_percent_income_a,credit_history_length_a,y,loan_intent,home_ownership,default_on_file,id
27,78000,6.0,15275,16.89,0.2,6,0.001,-0.074,-0.031,0.065,0.253,-0.164,-0.002,0.259,VENTURE,MORTGAGE,N,21892
33,34000,17.0,11175,14.96,0.33,8,-0.005,0.245,0.005,0.017,0.289,0.135,0.039,0.935,DEBTCONSOLIDATION,RENT,N,21893
30,30809,1.0,11200,11.99,0.36,7,-0.009,0.241,0.028,0.039,0.056,0.318,-0.003,0.879,EDUCATION,RENT,N,21894
34,33500,0.0,11200,12.21,0.33,9,0.017,0.172,0.055,0.029,0.04,0.339,-0.002,0.86,VENTURE,RENT,N,21895
28,78000,5.0,12000,5.79,0.15,5,0.001,-0.027,-0.012,0.015,-0.127,-0.057,0.003,0.007,DEBTCONSOLIDATION,MORTGAGE,N,21896
31,34800,7.0,11200,13.23,0.32,7,-0.02,0.13,-0.05,0.031,0.049,0.225,-0.017,0.558,DEBTCONSOLIDATION,RENT,Y,21897
29,34900,2.0,11200,9.99,0.32,10,0.026,0.224,0.027,0.024,-0.031,0.305,0.008,0.792,MEDICAL,RENT,N,21898
33,35000,5.0,11200,10.36,0.32,9,-0.022,0.116,-0.019,0.045,0.007,0.316,0.026,0.679,MEDICAL,RENT,N,21899
31,35000,3.0,11200,11.12,0.32,6,-0.009,0.095,0.013,0.055,0.011,0.365,-0.001,0.739,MEDICAL,RENT,N,21900
27,78000,0.0,5000,5.42,0.06,7,0.004,-0.021,0.0,-0.027,-0.155,-0.012,0.004,0.002,HOMEIMPROVEMENT,MORTGAGE,N,21901
30,78000,2.0,20000,11.11,0.26,5,-0.0,-0.014,-0.011,0.155,-0.055,-0.171,-0.001,0.112,EDUCATION,MORTGAGE,N,21902
31,78000,9.0,5000,5.79,0.06,10,-0.002,-0.01,0.006,-0.025,-0.153,-0.007,-0.017,0.001,HOMEIMPROVEMENT,MORTGAGE,N,21903
31,78000,6.0,8000,10.0,0.1,6,-0.001,0.022,-0.001,-0.042,-0.045,-0.032,-0.002,0.108,VENTURE,MORTGAGE,N,21904
35,78000,9.0,10000,6.54,0.13,8,-0.004,-0.017,0.004,-0.001,-0.099,-0.051,0.001,0.041,DEBTCONSOLIDATION,MORTGAGE,N,21905
27,78000,2.0,7000,9.62,0.09,6,-0.006,0.006,-0.009,-0.028,-0.081,-0.015,-0.003,0.074,MEDICAL,MORTGAGE,N,21906
28,78000,12.0,5250,5.79,0.07,10,0.002,-0.025,0.008,-0.026,-0.147,-0.001,-0.01,0.01,MEDICAL,OWN,N,21907
30,78000,2.0,10800,10.36,0.14,9,-0.007,-0.007,-0.008,0.002,-0.066,-0.066,-0.014,0.044,EDUCATION,MORTGAGE,N,21908
33,45600,0.0,11200,5.79,0.25,8,-0.014,-0.037,0.012,0.006,-0.108,-0.055,0.002,0.016,DEBTCONSOLIDATION,RENT,N,21909
31,46000,4.0,11200,14.27,0.24,6,-0.002,0.001,-0.011,0.001,0.057,-0.117,-0.002,0.137,DEBTCONSOLIDATION,RENT,Y,21910
28,46739,0.0,11200,13.48,0.24,8,0.001,-0.002,0.017,0.009,0.018,-0.101,-0.006,0.146,MEDICAL,RENT,N,21911
27,72000,11.0,5000,11.86,0.07,10,0.009,-0.105,0.019,-0.028,-0.001,0.007,-0.018,0.093,PERSONAL,MORTGAGE,N,21912
27,78000,3.0,12000,15.58,0.15,7,-0.002,0.02,-0.078,0.01,0.344,-0.108,-0.005,0.39,MEDICAL,OWN,N,21913
28,48000,1.0,11200,14.26,0.23,6,-0.017,-0.053,0.01,0.024,0.046,-0.106,-0.008,0.107,PERSONAL,RENT,N,21914
32,78000,5.0,5400,7.88,0.07,6,-0.016,-0.003,-0.005,-0.058,-0.103,0.011,-0.002,0.035,DEBTCONSOLIDATION,MORTGAGE,N,21915
30,46800,7.0,11200,13.98,0.24,7,-0.005,-0.001,-0.004,0.012,0.032,-0.103,0.001,0.143,EDUCATION,RENT,Y,21916
33,55259,15.0,11200,17.49,0.2,5,-0.021,-0.051,-0.068,-0.047,0.314,-0.109,0.005,0.232,EDUCATION,RENT,N,21917
35,40000,3.0,11325,15.96,0.28,10,-0.026,-0.105,-0.07,-0.018,0.164,-0.084,-0.011,0.061,PERSONAL,OWN,Y,21918
29,78000,13.0,10000,12.73,0.13,7,-0.007,0.011,-0.026,-0.014,0.01,-0.059,0.003,0.129,VENTURE,MORTGAGE,N,21919
29,60000,2.0,11200,14.22,0.19,10,0.032,-0.089,0.001,0.028,0.07,-0.076,0.038,0.214,VENTURE,RENT,Y,21920
27,78000,4.0,6000,12.18,0.08,10,0.002,-0.006,-0.006,-0.072,-0.009,0.003,-0.039,0.083,VENTURE,OWN,N,21921
27,78000,1.0,5125,8.59,0.07,8,-0.002,-0.001,-0.02,-0.063,-0.084,0.001,-0.001,0.04,VENTURE,MORTGAGE,N,21922
33,78000,3.0,20000,12.18,0.26,8,0.006,-0.017,-0.018,0.193,0.048,-0.16,-0.004,0.257,MEDICAL,MORTGAGE,N,21923
27,78000,2.0,15000,8.94,0.19,7,-0.002,-0.003,-0.013,0.058,-0.088,-0.084,0.002,0.079,PERSONAL,OWN,N,21924
28,63000,1.0,11200,12.99,0.18,7,0.001,-0.116,0.015,0.006,0.012,-0.062,-0.017,0.049,EDUCATION,RENT,Y,21925
35,72000,2.0,20000,16.7,0.28,9,0.03,-0.072,0.089,0.212,0.474,-0.068,-0.012,0.863,EDUCATION,MORTGAGE,Y,21926
32,63800,6.0,11200,14.74,0.18,8,-0.002,0.074,-0.028,0.027,0.284,-0.096,-0.002,0.465,HOMEIMPROVEMENT,RENT,N,21927
34,60500,3.0,11200,15.62,0.19,10,-0.016,-0.097,-0.037,0.016,0.323,-0.052,0.046,0.392,DEBTCONSOLIDATION,RENT,Y,21928
29,61200,2.0,15000,17.58,0.21,5,0.006,-0.025,0.095,0.079,0.532,-0.083,-0.002,0.811,MEDICAL,MORTGAGE,N,21929
33,70000,0.0,11200,8.94,0.16,6,-0.008,-0.114,0.005,0.004,-0.065,-0.027,-0.001,0.004,EDUCATION,RENT,N,21930
30,72000,5.0,7500,9.76,0.1,9,0.002,-0.075,-0.01,-0.032,-0.042,-0.028,0.001,0.026,HOMEIMPROVEMENT,MORTGAGE,N,21931
30,69000,3.0,11200,12.42,0.16,6,-0.003,0.082,-0.035,0.034,0.01,-0.073,-0.002,0.223,EDUCATION,RENT,N,21932
30,75000,6.0,11200,13.16,0.15,5,-0.0,-0.122,-0.008,0.006,0.016,-0.06,0.005,0.046,MEDICAL,RENT,Y,21933
32,78096,4.0,10000,10.99,0.13,5,0.005,0.02,-0.009,0.004,-0.04,-0.073,0.003,0.121,EDUCATION,MORTGAGE,N,21934
34,74000,3.0,11200,11.66,0.15,10,-0.013,0.112,-0.008,0.016,-0.005,-0.078,-0.018,0.217,EDUCATION,RENT,N,21935
35,78252,19.0,30000,17.58,0.38,8,-0.082,-0.092,-0.095,0.179,0.205,-0.07,-0.014,0.241,VENTURE,MORTGAGE,N,21936
35,83000,19.0,11200,10.65,0.13,10,-0.019,-0.004,0.009,-0.028,-0.028,-0.058,-0.011,0.072,PERSONAL,RENT,N,21937
28,85000,7.0,11200,9.91,0.13,10,0.006,-0.14,-0.001,-0.003,-0.035,-0.03,-0.002,0.005,DEBTCONSOLIDATION,RENT,N,21938
29,78300,1.0,10000,18.09,0.13,9,-0.008,-0.067,0.095,-0.009,0.445,-0.033,-0.026,0.608,VENTURE,MORTGAGE,Y,21939
34,78301,6.0,17000,6.62,0.22,9,-0.005,-0.051,-0.005,0.033,-0.112,-0.06,-0.002,0.01,DEBTCONSOLIDATION,MORTGAGE,N,21940
32,78400,2.0,1200,10.0,0.02,5,-0.014,-0.004,0.001,-0.117,-0.053,0.024,0.005,0.052,EDUCATION,MORTGAGE,N,21941
31,78408,10.0,15000,12.18,0.19,8,-0.001,0.027,0.035,0.113,0.014,-0.142,0.003,0.258,VENTURE,MORTGAGE,N,21942
30,78411,15.0,15850,11.14,0.2,5,-0.003,-0.021,0.044,0.109,-0.021,-0.144,0.005,0.179,VENTURE,OTHER,N,21943
28,78465,9.0,14000,11.36,0.18,10,-0.007,-0.013,0.026,0.031,-0.033,-0.071,-0.033,0.109,VENTURE,OWN,N,21944
27,101000,2.0,11200,10.99,0.11,6,0.003,-0.124,-0.0,0.008,-0.05,-0.035,-0.003,0.008,DEBTCONSOLIDATION,RENT,N,21945
31,79050,7.0,11200,13.99,0.12,8,-0.005,0.118,0.025,0.041,0.271,-0.019,-0.005,0.635,MEDICAL,RENT,N,21946
35,78750,3.0,10750,12.23,0.14,8,-0.004,0.019,-0.013,-0.013,0.02,-0.091,-0.007,0.121,DEBTCONSOLIDATION,MORTGAGE,N,21947
35,78862,14.0,25000,12.49,0.32,9,-0.023,-0.067,-0.044,0.194,0.046,0.05,-0.047,0.319,EDUCATION,MORTGAGE,Y,21948
29,42000,1.0,11300,9.99,0.27,5,-0.003,-0.027,0.001,0.015,-0.075,-0.084,-0.002,0.035,MEDICAL,RENT,N,21949
35,56472,5.0,11300,14.42,0.2,7,-0.0,-0.008,-0.095,-0.026,0.243,-0.115,-0.004,0.204,HOMEIMPROVEMENT,RENT,N,21950
28,78996,10.0,12000,13.16,0.15,5,0.0,0.051,0.019,0.006,0.066,-0.121,0.006,0.237,HOMEIMPROVEMENT,MORTGAGE,Y,21951
33,43200,6.0,11350,7.88,0.26,7,-0.013,-0.039,-0.007,-0.001,-0.093,-0.04,0.005,0.022,DEBTCONSOLIDATION,RENT,N,21952
31,35000,1.0,11400,6.91,0.33,8,-0.001,0.143,0.044,0.052,-0.032,0.4,0.009,0.825,VENTURE,RENT,N,21953
31,79000,14.0,20000,13.49,0.25,6,0.009,0.004,0.027,0.179,0.045,-0.179,-0.002,0.292,DEBTCONSOLIDATION,MORTGAGE,N,21954
30,79000,11.0,20000,13.72,0.25,10,-0.004,-0.009,0.023,0.177,0.054,-0.191,-0.018,0.242,DEBTCONSOLIDATION,MORTGAGE,N,21955
27,52500,7.0,11425,7.51,0.22,7,0.001,-0.043,-0.004,0.01,-0.072,-0.067,0.003,0.039,PERSONAL,RENT,N,21956
27,79000,4.0,9000,6.76,0.11,10,0.003,-0.045,-0.008,0.006,-0.104,-0.039,-0.017,0.007,PERSONAL,MORTGAGE,N,21957
30,79000,14.0,7500,7.14,0.09,8,-0.017,-0.03,0.019,-0.037,-0.127,-0.006,0.003,0.015,PERSONAL,MORTGAGE,N,21958
27,79000,11.0,2875,14.59,0.04,10,0.024,0.098,0.004,-0.076,0.376,0.09,-0.03,0.695,HOMEIMPROVEMENT,MORTGAGE,Y,21959
32,30000,1.0,11450,9.99,0.38,6,-0.013,0.203,0.031,0.041,-0.028,0.353,0.001,0.799,MEDICAL,RENT,N,21960
27,73000,0.0,10500,11.83,0.14,6,0.016,0.078,0.031,-0.007,-0.027,-0.08,-0.004,0.218,HOMEIMPROVEMENT,MORTGAGE,N,21961
28,79000,4.0,2000,16.0,0.03,10,0.001,-0.007,-0.071,-0.139,0.285,0.002,-0.077,0.203,VENTURE,MORTGAGE,Y,21962
34,79000,1.0,4800,9.32,0.06,6,-0.015,-0.018,-0.008,-0.065,-0.08,0.006,-0.003,0.026,PERSONAL,MORTGAGE,N,21963
30,79000,3.0,6000,9.63,0.08,8,-0.016,-0.004,-0.024,-0.081,-0.046,0.013,-0.002,0.05,HOMEIMPROVEMENT,MORTGAGE,N,21964
31,79000,1.0,5000,8.0,0.06,9,-0.003,-0.023,-0.008,-0.041,-0.102,-0.004,-0.009,0.019,DEBTCONSOLIDATION,MORTGAGE,N,21965
29,40000,7.0,11450,8.49,0.29,5,-0.001,-0.073,-0.004,0.003,-0.057,-0.064,-0.001,0.012,PERSONAL,RENT,N,21966
30,65000,14.0,11475,13.72,0.18,6,-0.007,-0.162,0.024,0.003,0.01,-0.041,0.001,0.038,PERSONAL,RENT,N,21967
28,22188,9.0,11500,8.49,0.52,5,0.011,0.222,0.016,0.024,-0.028,0.425,0.002,0.883,EDUCATION,RENT,N,21968
31,79100,4.0,19150,6.99,0.24,7,0.001,-0.044,-0.012,0.095,-0.134,-0.088,-0.002,0.025,MEDICAL,MORTGAGE,N,21969
33,79112,17.0,4000,10.36,0.05,6,-0.023,0.014,0.011,-0.077,-0.042,-0.007,-0.011,0.074,VENTURE,MORTGAGE,N,21970
28,25200,5.0,11500,14.46,0.46,6,0.01,0.249,-0.037,0.026,0.242,0.206,-0.008,0.897,PERSONAL,RENT,Y,21971
27,79200,1.0,15000,17.14,0.19,8,-0.01,-0.13,0.067,0.022,0.344,-0.112,-0.007,0.383,HOMEIMPROVEMENT,OWN,N,21972
27,30000,2.0,11500,10.36,0.38,6,-0.011,0.202,-0.007,0.035,-0.015,0.354,0.001,0.768,VENTURE,RENT,N,21973
30,79416,12.0,6000,13.49,0.08,8,-0.021,0.037,0.005,-0.093,0.026,0.006,0.0,0.17,MEDICAL,MORTGAGE,Y,21974
27,30000,6.0,11500,10.36,0.38,7,-0.008,0.214,-0.004,0.038,0.001,0.333,0.01,0.793,VENTURE,RENT,N,21975
33,79440,12.0,5525,13.85,0.07,9,-0.013,0.03,0.006,-0.117,0.035,-0.002,-0.019,0.129,MEDICAL,MORTGAGE,Y,21976
30,32000,15.0,11500,15.23,0.36,6,-0.008,0.27,0.025,0.043,0.151,0.222,0.002,0.915,VENTURE,RENT,N,21977
29,32000,3.0,11500,14.22,0.36,7,0.002,0.182,-0.009,0.051,0.128,0.285,-0.003,0.846,MEDICAL,RENT,N,21978
35,79500,5.0,9600,14.61,0.12,5,0.008,0.049,-0.087,0.031,0.32,-0.06,-0.003,0.468,PERSONAL,MORTGAGE,Y,21979
28,79536,12.0,16425,7.9,0.21,8,-0.009,-0.056,0.008,0.078,-0.091,-0.107,0.005,0.038,PERSONAL,MORTGAGE,N,21980
27,34928,1.0,11500,16.0,0.33,5,0.008,0.175,0.07,0.021,0.27,0.145,0.006,0.904,HOMEIMPROVEMENT,RENT,N,21981
30,36000,5.0,11500,15.27,0.32,8,0.01,0.091,-0.033,0.027,0.228,0.262,-0.0,0.793,EDUCATION,RENT,Y,21982
32,40000,2.0,7000,12.68,0.17,10,0.0,-0.081,0.003,-0.014,-0.005,-0.048,-0.007,0.059,VENTURE,OWN,Y,21983
28,30000,0.0,11500,14.46,0.38,5,-0.002,0.179,0.071,0.033,0.274,0.187,0.0,0.951,MEDICAL,RENT,Y,21984
35,79750,5.0,35000,11.99,0.44,5,0.005,-0.084,-0.062,0.249,-0.005,-0.06,-0.013,0.241,DEBTCONSOLIDATION,MORTGAGE,N,21985
27,38500,0.0,11500,12.42,0.3,9,0.002,-0.073,0.014,0.005,-0.016,-0.088,-0.001,0.052,DEBTCONSOLIDATION,RENT,N,21986
31,79800,3.0,5000,6.91,0.06,9,0.002,-0.029,-0.013,-0.028,-0.114,-0.019,-0.005,0.005,PERSONAL,MORTGAGE,N,21987
29,79800,2.0,6000,7.14,0.08,8,-0.006,-0.025,-0.005,-0.047,-0.125,0.007,0.0,0.011,DEBTCONSOLIDATION,MORTGAGE,N,21988
32,79872,4.0,12000,12.68,0.15,10,-0.007,-0.018,-0.011,0.003,0.011,-0.099,-0.032,0.055,DEBTCONSOLIDATION,MORTGAGE,N,21989
29,79894,7.0,20000,14.96,0.25,10,-0.02,-0.016,0.003,0.165,0.351,-0.144,-0.036,0.512,VENTURE,MORTGAGE,Y,21990
33,79985,6.0,8000,21.36,0.1,5,0.013,0.016,-0.034,-0.06,0.517,-0.009,-0.005,0.649,EDUCATION,MORTGAGE,N,21991
28,40000,2.0,5000,10.0,0.13,5,0.0,-0.054,-0.004,-0.033,-0.058,-0.046,-0.004,0.011,VENTURE,OWN,N,21992
35,48000,3.0,11500,11.11,0.24,9,-0.02,-0.037,-0.008,0.004,-0.038,-0.071,-0.001,0.039,MEDICAL,RENT,N,21993
35,50000,4.0,11500,12.42,0.23,8,-0.006,-0.101,-0.006,-0.005,-0.003,-0.064,-0.002,0.022,PERSONAL,RENT,N,21994
35,40000,0.0,5000,6.92,0.13,5,-0.003,-0.038,0.009,-0.031,-0.087,-0.049,-0.002,0.009,PERSONAL,OWN,N,21995
28,80000,5.0,9000,12.69,0.11,6,0.002,-0.161,-0.008,-0.003,0.002,-0.033,-0.002,0.006,HOMEIMPROVEMENT,MORTGAGE,N,21996
29,74000,13.0,11500,11.71,0.16,10,-0.014,0.032,-0.061,-0.014,-0.015,-0.029,-0.001,0.108,HOMEIMPROVEMENT,RENT,N,21997
32,74500,1.0,11500,7.05,0.15,8,-0.03,0.069,0.009,0.027,-0.136,-0.08,0.004,0.071,VENTURE,RENT,N,21998
33,92259,2.0,11500,10.0,0.12,7,-0.008,-0.124,-0.001,0.006,-0.045,-0.033,-0.002,0.004,EDUCATION,RENT,N,21999
35,110000,2.0,11500,11.49,0.1,10,0.002,-0.15,0.0,0.01,-0.034,-0.026,-0.008,0.005,VENTURE,RENT,N,22000
32,65000,2.0,11600,13.49,0.18,8,-0.001,-0.135,0.003,0.003,0.001,-0.05,-0.001,0.03,HOMEIMPROVEMENT,RENT,Y,22001
34,74000,13.0,10000,15.96,0.14,10,-0.048,0.118,-0.134,-0.001,0.285,-0.031,-0.041,0.357,VENTURE,MORTGAGE,Y,22002
27,80000,11.0,8500,6.03,0.11,6,0.002,-0.097,0.003,-0.01,-0.066,-0.03,0.002,0.013,PERSONAL,MORTGAGE,N,22003
32,25000,4.0,11700,12.68,0.47,10,0.003,0.203,0.008,0.026,0.051,0.439,-0.025,0.914,MEDICAL,RENT,Y,22004
31,35000,6.0,11700,13.06,0.33,9,0.005,0.08,-0.051,0.058,0.019,0.328,0.036,0.685,MEDICAL,RENT,N,22005
27,44004,1.0,11750,15.31,0.27,8,-0.004,0.217,0.085,0.04,0.409,-0.056,-0.004,0.896,EDUCATION,RENT,Y,22006
29,80000,13.0,10000,7.9,0.13,9,0.0,-0.108,-0.015,-0.009,-0.038,-0.038,0.003,0.005,EDUCATION,MORTGAGE,N,22007
28,80000,12.0,12000,6.03,0.15,6,-0.001,-0.093,-0.001,0.008,-0.068,-0.05,0.001,0.006,DEBTCONSOLIDATION,MORTGAGE,N,22008
27,98000,3.0,11750,13.47,0.12,6,-0.02,-0.094,-0.006,0.016,0.025,-0.055,-0.01,0.067,EDUCATION,RENT,Y,22009
28,80000,12.0,8400,7.9,0.1,5,0.003,-0.124,-0.002,0.008,-0.039,-0.033,-0.002,0.021,EDUCATION,OWN,N,22010
30,80000,2.0,3000,6.62,0.04,9,0.001,-0.095,0.0,-0.03,-0.066,-0.011,-0.002,0.007,EDUCATION,MORTGAGE,N,22011
27,80000,11.0,7500,11.71,0.09,10,0.001,-0.146,0.002,-0.026,-0.013,-0.008,-0.008,0.01,EDUCATION,MORTGAGE,N,22012
27,80000,4.0,6000,6.03,0.07,10,0.002,-0.077,-0.003,-0.025,-0.073,-0.018,-0.008,0.007,PERSONAL,MORTGAGE,N,22013
33,30000,3.0,11975,9.99,0.4,8,-0.01,0.183,-0.0,0.057,-0.032,0.368,-0.002,0.774,DEBTCONSOLIDATION,RENT,N,22014
27,42000,1.0,11975,12.53,0.29,6,0.003,-0.041,0.005,0.007,-0.011,-0.109,-0.003,0.061,MEDICAL,RENT,N,22015
31,80000,13.0,20000,8.9,0.25,10,-0.003,-0.141,-0.004,0.105,-0.041,-0.106,-0.008,0.011,EDUCATION,MORTGAGE,N,22016
33,58344,5.0,11975,16.29,0.21,9,-0.021,0.044,-0.067,-0.008,0.359,-0.101,-0.009,0.407,VENTURE,RENT,Y,22017
27,80000,7.0,7400,12.69,0.09,7,0.002,-0.153,-0.003,-0.032,-0.003,-0.01,-0.001,0.009,DEBTCONSOLIDATION,MORTGAGE,N,22018
32,80000,15.0,12000,5.99,0.15,8,-0.003,-0.102,0.017,0.006,-0.068,-0.056,0.004,0.007,VENTURE,MORTGAGE,N,22019
30,22452,2.0,12000,7.29,0.53,5,0.014,0.251,0.014,0.044,-0.141,0.415,-0.001,0.807,VENTURE,RENT,N,22020
29,80000,14.0,25000,7.49,0.31,7,0.008,-0.211,-0.008,0.173,-0.021,0.055,-0.022,0.185,HOMEIMPROVEMENT,MORTGAGE,N,22021
34,80000,4.0,11000,10.99,0.14,6,-0.004,-0.115,-0.003,-0.001,-0.031,-0.047,-0.003,0.005,HOMEIMPROVEMENT,MORTGAGE,N,22022
27,80000,2.0,12000,6.99,0.15,6,0.001,-0.098,0.002,0.011,-0.05,-0.066,0.001,0.01,EDUCATION,MORTGAGE,N,22023
28,25000,1.0,12000,9.83,0.48,9,0.004,0.267,0.033,0.06,-0.046,0.401,-0.008,0.921,MEDICAL,RENT,N,22024
34,25200,6.0,12000,13.48,0.48,10,-0.001,0.252,-0.015,0.044,0.043,0.437,-0.007,0.964,PERSONAL,RENT,N,22025
29,80000,5.0,22000,10.59,0.28,10,-0.0,-0.151,-0.008,0.122,-0.042,-0.109,-0.002,0.018,MEDICAL,MORTGAGE,N,22026
34,80000,3.0,3600,5.99,0.04,9,-0.003,-0.085,-0.007,-0.03,-0.065,-0.011,-0.001,0.008,VENTURE,MORTGAGE,N,22027
32,80000,14.0,15350,8.49,0.19,7,-0.01,-0.139,0.024,0.04,-0.048,-0.069,0.002,0.01,DEBTCONSOLIDATION,MORTGAGE,N,22028
27,26237,0.0,12000,13.22,0.46,5,-0.012,0.186,0.048,0.041,0.095,0.348,0.021,0.937,VENTURE,RENT,N,22029
32,26400,12.0,12000,6.17,0.45,9,0.025,0.252,-0.002,0.065,-0.059,0.386,0.02,0.897,VENTURE,RENT,N,22030
29,27000,1.0,12000,13.24,0.44,6,0.011,0.164,0.041,0.048,0.108,0.336,-0.0,0.918,DEBTCONSOLIDATION,RENT,Y,22031
27,28000,8.0,12000,7.51,0.43,9,0.018,0.208,0.0,0.048,-0.052,0.425,0.014,0.872,MEDICAL,RENT,N,22032
30,28000,5.0,12000,14.22,0.43,8,0.006,0.227,-0.022,0.062,0.131,0.313,-0.0,0.927,PERSONAL,RENT,N,22033
28,28080,0.0,12000,7.88,0.43,5,0.031,0.204,0.048,0.062,-0.062,0.394,-0.001,0.886,DEBTCONSOLIDATION,RENT,N,22034
31,80000,7.0,25000,9.99,0.31,10,0.023,-0.264,-0.045,0.207,-0.073,0.091,-0.011,0.137,PERSONAL,MORTGAGE,N,22035
27,80000,6.0,23750,10.99,0.3,9,0.001,-0.155,-0.002,0.138,-0.033,-0.131,0.005,0.032,MEDICAL,MORTGAGE,N,22036
28,30000,4.0,12000,6.62,0.4,7,0.011,0.241,0.002,0.036,-0.035,0.361,0.007,0.834,DEBTCONSOLIDATION,RENT,N,22037
34,30000,2.0,12000,8.9,0.4,8,-0.015,0.218,0.015,0.065,-0.028,0.355,-0.001,0.819,HOMEIMPROVEMENT,RENT,N,22038
29,30000,0.0,12000,10.36,0.4,7,-0.006,0.195,0.042,0.057,-0.031,0.387,0.002,0.856,PERSONAL,RENT,N,22039
30,80000,7.0,16800,10.99,0.21,8,-0.008,-0.169,0.004,0.051,-0.023,-0.065,0.008,0.007,VENTURE,MORTGAGE,N,22040
30,30000,4.0,12000,15.21,0.4,6,-0.011,0.19,-0.015,0.051,0.213,0.239,0.002,0.879,DEBTCONSOLIDATION,RENT,Y,22041
27,30000,5.0,12000,11.36,0.4,9,0.001,0.236,-0.009,0.046,-0.014,0.326,0.008,0.803,EDUCATION,RENT,N,22042
28,80000,11.0,16000,5.99,0.2,7,-0.004,-0.134,0.003,0.056,-0.07,-0.057,0.003,0.006,PERSONAL,MORTGAGE,N,22043
30,80000,1.0,4975,10.59,0.06,9,-0.003,-0.113,0.004,-0.039,-0.041,-0.013,-0.0,0.005,EDUCATION,MORTGAGE,N,22044
31,30000,4.0,12000,10.39,0.4,9,-0.007,0.196,-0.005,0.043,-0.024,0.365,0.011,0.789,DEBTCONSOLIDATION,RENT,N,22045
34,80000,5.0,12000,7.49,0.15,9,-0.006,-0.091,-0.008,0.006,-0.044,-0.061,-0.001,0.005,PERSONAL,MORTGAGE,N,22046
34,30412,4.0,12000,10.38,0.39,5,-0.012,0.196,0.004,0.056,-0.009,0.332,0.003,0.781,MEDICAL,RENT,N,22047
30,31200,0.0,12000,16.45,0.38,7,-0.014,0.177,0.055,0.028,0.3,0.144,0.002,0.901,PERSONAL,RENT,Y,22048
35,80000,5.0,15000,15.99,0.19,9,-0.008,-0.257,-0.041,0.046,0.2,-0.09,-0.004,0.056,PERSONAL,OWN,Y,22049
30,80000,2.0,6000,14.17,0.07,6,0.004,-0.195,-0.001,-0.051,0.062,-0.014,-0.001,0.014,VENTURE,MORTGAGE,Y,22050
31,74000,13.0,1500,12.68,0.02,10,0.022,0.061,0.036,-0.016,0.004,-0.033,0.056,0.34,VENTURE,MORTGAGE,N,22051
31,80000,4.0,16000,13.8,0.2,9,-0.004,-0.166,-0.008,0.05,0.001,-0.069,-0.0,0.014,HOMEIMPROVEMENT,MORTGAGE,N,22052
31,80000,6.0,12750,7.29,0.16,10,-0.006,-0.097,-0.007,0.006,-0.057,-0.035,-0.009,0.006,EDUCATION,MORTGAGE,N,22053
27,80000,0.0,8000,9.63,0.1,6,-0.001,-0.107,0.008,-0.019,-0.044,-0.037,-0.003,0.007,PERSONAL,MORTGAGE,N,22054
28,32000,12.0,12000,7.88,0.38,9,0.008,0.197,-0.044,0.105,-0.067,0.237,0.039,0.684,DEBTCONSOLIDATION,RENT,N,22055
28,32400,3.0,12000,14.26,0.37,10,0.023,0.231,-0.011,0.057,0.099,0.244,0.008,0.861,DEBTCONSOLIDATION,RENT,N,22056
29,32800,13.0,12000,16.45,0.37,9,-0.006,0.225,-0.075,0.026,0.317,0.117,-0.003,0.81,MEDICAL,RENT,N,22057
32,33000,1.0,12000,6.54,0.36,8,0.008,0.2,0.033,0.084,0.037,0.339,-0.003,0.908,EDUCATION,RENT,N,22058
28,80000,5.0,15000,14.17,0.19,8,-0.002,-0.225,-0.007,0.042,0.072,-0.074,0.001,0.017,HOMEIMPROVEMENT,MORTGAGE,N,22059
28,80000,0.0,6500,11.11,0.08,7,-0.001,-0.109,0.008,-0.038,-0.039,-0.022,-0.002,0.007,HOMEIMPROVEMENT,MORTGAGE,N,22060
27,80000,3.0,3000,11.11,0.04,7,-0.001,-0.128,-0.01,-0.04,-0.025,0.006,-0.003,0.009,DEBTCONSOLIDATION,MORTGAGE,N,22061
27,33000,3.0,12000,10.75,0.36,5,-0.004,0.148,-0.001,0.073,0.002,0.337,0.001,0.767,MEDICAL,RENT,N,22062
28,33280,6.0,12000,7.66,0.36,9,-0.006,0.156,-0.039,0.061,-0.057,0.287,0.012,0.623,PERSONAL,RENT,N,22063
27,80000,0.0,10000,12.68,0.13,5,0.002,-0.145,0.012,-0.001,-0.006,-0.061,-0.0,0.01,DEBTCONSOLIDATION,MORTGAGE,N,22064
33,80000,9.0,6000,11.11,0.07,7,-0.006,-0.112,0.0,-0.047,-0.028,-0.01,-0.002,0.006,VENTURE,MORTGAGE,N,22065
27,80000,11.0,16000,6.91,0.2,5,-0.0,-0.155,0.01,0.057,-0.048,-0.063,-0.0,0.01,PERSONAL,MORTGAGE,N,22066
33,80000,5.0,24000,14.46,0.3,6,0.019,-0.242,-0.053,0.278,0.245,-0.203,-0.021,0.233,HOMEIMPROVEMENT,MORTGAGE,N,22067
31,80000,4.0,12400,9.99,0.15,6,-0.001,-0.126,0.001,0.001,-0.022,-0.055,-0.002,0.006,HOMEIMPROVEMENT,MORTGAGE,N,22068
